CaseID,ActivityID,CompleteTimestamp,Duration,CumDuration,TimeSinceMidnight,WeekDay
37.0,8.0,2011-02-10 20:13:33,26.0,26.0,72813.0,3.0
37.0,6.0,2011-02-11 00:20:02,14789.0,14815.0,1202.0,4.0
37.0,6.0,2011-03-02 22:23:58,1721036.0,1735851.0,80638.0,2.0
37.0,8.0,2011-03-02 22:24:07,9.0,1735860.0,80647.0,2.0
37.0,9.0,2011-03-03 00:27:52,7425.0,1743285.0,1672.0,3.0
37.0,8.0,2011-03-04 18:37:50,151798.0,1895083.0,67070.0,4.0
37.0,6.0,2011-03-04 18:37:55,5.0,1895088.0,67075.0,4.0
38.0,1.0,2012-03-20 16:57:45,0.0,0.0,61065.0,1.0
38.0,8.0,2012-03-20 16:58:15,30.0,30.0,61095.0,1.0
38.0,6.0,2012-03-20 17:18:56,1241.0,1271.0,62336.0,1.0
40.0,1.0,2012-08-09 20:13:03,0.0,0.0,72783.0,3.0
40.0,8.0,2012-08-09 20:13:29,26.0,26.0,72809.0,3.0
40.0,6.0,2012-08-09 20:46:00,1951.0,1977.0,74760.0,3.0
41.0,1.0,2010-12-14 19:44:26,0.0,0.0,71066.0,1.0
41.0,8.0,2010-12-14 19:44:57,31.0,31.0,71097.0,1.0
41.0,6.0,2010-12-14 19:45:12,15.0,46.0,71112.0,1.0
42.0,1.0,2011-06-16 20:23:39,0.0,0.0,73419.0,3.0
42.0,8.0,2011-06-16 20:51:05,1646.0,1646.0,75065.0,3.0
42.0,6.0,2011-06-16 21:39:51,2926.0,4572.0,77991.0,3.0
43.0,1.0,2012-04-10 16:56:32,0.0,0.0,60992.0,1.0
43.0,8.0,2012-04-10 17:27:27,1855.0,1855.0,62847.0,1.0
43.0,6.0,2012-04-10 18:53:28,5161.0,7016.0,68008.0,1.0
44.0,1.0,2010-11-30 01:09:19,0.0,0.0,4159.0,1.0
44.0,8.0,2010-11-30 01:19:59,640.0,640.0,4799.0,1.0
44.0,6.0,2010-11-30 01:20:51,52.0,692.0,4851.0,1.0
45.0,1.0,2012-01-20 23:08:14,0.0,0.0,83294.0,4.0
45.0,8.0,2012-01-25 20:46:19,423485.0,423485.0,74779.0,2.0
45.0,6.0,2012-03-02 19:40:59,3192880.0,3616365.0,70859.0,4.0
47.0,1.0,2011-05-25 17:48:18,0.0,0.0,64098.0,2.0
47.0,8.0,2011-05-25 17:48:43,25.0,25.0,64123.0,2.0
47.0,6.0,2011-05-30 23:04:34,450951.0,450976.0,83074.0,0.0
48.0,3.0,2010-12-01 22:42:59,0.0,0.0,81779.0,2.0
48.0,1.0,2010-12-02 23:07:33,87874.0,87874.0,83253.0,3.0
48.0,8.0,2010-12-02 23:07:41,8.0,87882.0,83261.0,3.0
48.0,6.0,2010-12-02 23:08:33,52.0,87934.0,83313.0,3.0
49.0,1.0,2011-11-25 23:33:54,0.0,0.0,84834.0,4.0
49.0,8.0,2011-11-25 23:47:48,834.0,834.0,85668.0,4.0
49.0,9.0,2011-11-29 23:47:35,345587.0,346421.0,85655.0,1.0
49.0,6.0,2011-12-03 01:25:57,265102.0,611523.0,5157.0,5.0
50.0,1.0,2012-01-16 19:53:01,0.0,0.0,71581.0,0.0
50.0,8.0,2012-01-16 19:59:51,410.0,410.0,71991.0,0.0
50.0,6.0,2012-01-17 01:37:54,20283.0,20693.0,5874.0,1.0
50.0,6.0,2012-01-17 01:37:55,1.0,20694.0,5875.0,1.0
51.0,1.0,2012-06-13 21:55:36,0.0,0.0,78936.0,2.0
51.0,8.0,2012-06-14 15:07:06,61890.0,61890.0,54426.0,3.0
51.0,9.0,2012-06-15 15:16:27,86961.0,148851.0,54987.0,4.0
51.0,6.0,2012-07-02 17:41:04,1477477.0,1626328.0,63664.0,0.0
52.0,1.0,2012-07-26 23:18:26,0.0,0.0,83906.0,3.0
52.0,8.0,2012-07-26 23:18:35,9.0,9.0,83915.0,3.0
52.0,6.0,2012-07-27 18:46:28,70073.0,70082.0,67588.0,4.0
53.0,1.0,2010-10-14 21:53:13,0.0,0.0,78793.0,3.0
53.0,8.0,2010-10-15 21:02:36,83363.0,83363.0,75756.0,4.0
53.0,9.0,2010-10-28 23:12:55,1131019.0,1214382.0,83575.0,3.0
53.0,9.0,2010-10-28 23:12:55,0.0,1214382.0,83575.0,3.0
53.0,8.0,2010-10-29 21:42:01,80946.0,1295328.0,78121.0,4.0
53.0,6.0,2010-11-04 17:48:12,504371.0,1799699.0,64092.0,3.0
55.0,1.0,2011-10-26 23:51:42,0.0,0.0,85902.0,2.0
55.0,8.0,2011-11-01 00:19:03,433641.0,433641.0,1143.0,1.0
55.0,9.0,2011-11-07 17:44:52,581149.0,1014790.0,63892.0,0.0
55.0,6.0,2011-11-21 17:21:23,1208191.0,2222981.0,62483.0,0.0
56.0,1.0,2012-01-30 20:32:58,0.0,0.0,73978.0,0.0
56.0,6.0,2012-01-30 20:33:23,25.0,25.0,74003.0,0.0
57.0,1.0,2010-10-29 17:39:23,0.0,0.0,63563.0,4.0
57.0,8.0,2010-11-02 23:56:13,368210.0,368210.0,86173.0,1.0
57.0,6.0,2010-11-03 00:39:05,2572.0,370782.0,2345.0,2.0
59.0,1.0,2012-03-28 20:28:37,0.0,0.0,73717.0,2.0
59.0,8.0,2012-03-28 20:28:47,10.0,10.0,73727.0,2.0
59.0,6.0,2012-03-28 23:32:57,11050.0,11060.0,84777.0,2.0
59.0,6.0,2012-03-28 23:32:57,0.0,11060.0,84777.0,2.0
60.0,1.0,2011-04-06 23:35:49,0.0,0.0,84949.0,2.0
60.0,8.0,2011-04-06 23:36:04,15.0,15.0,84964.0,2.0
60.0,9.0,2011-04-07 23:41:23,86719.0,86734.0,85283.0,3.0
60.0,8.0,2011-04-13 16:49:14,493671.0,580405.0,60554.0,2.0
60.0,6.0,2011-04-13 16:49:22,8.0,580413.0,60562.0,2.0
61.0,1.0,2011-09-16 15:04:39,0.0,0.0,54279.0,4.0
61.0,8.0,2011-09-16 15:18:12,813.0,813.0,55092.0,4.0
61.0,6.0,2011-09-16 23:04:46,27994.0,28807.0,83086.0,4.0
62.0,1.0,2012-05-28 23:16:47,0.0,0.0,83807.0,0.0
62.0,6.0,2012-05-28 23:18:27,100.0,100.0,83907.0,0.0
64.0,1.0,2011-04-14 23:54:28,0.0,0.0,86068.0,3.0
64.0,1.0,2011-04-14 23:54:46,18.0,18.0,86086.0,3.0
64.0,9.0,2011-04-15 18:41:19,67593.0,67611.0,67279.0,4.0
64.0,8.0,2011-04-27 18:30:04,1036125.0,1103736.0,66604.0,2.0
64.0,9.0,2011-04-27 18:30:13,9.0,1103745.0,66613.0,2.0
64.0,8.0,2011-05-06 17:42:13,774720.0,1878465.0,63733.0,4.0
64.0,6.0,2011-05-06 17:42:28,15.0,1878480.0,63748.0,4.0
66.0,1.0,2012-06-26 16:46:53,0.0,0.0,60413.0,1.0
66.0,8.0,2012-06-26 16:47:39,46.0,46.0,60459.0,1.0
66.0,6.0,2012-06-26 21:05:58,15499.0,15545.0,75958.0,1.0
67.0,1.0,2010-12-31 00:03:15,0.0,0.0,195.0,4.0
67.0,8.0,2011-01-11 17:40:08,1013813.0,1013813.0,63608.0,1.0
67.0,6.0,2011-01-13 20:45:18,183910.0,1197723.0,74718.0,3.0
68.0,1.0,2012-04-11 22:09:22,0.0,0.0,79762.0,2.0
68.0,8.0,2012-04-11 22:09:45,23.0,23.0,79785.0,2.0
68.0,6.0,2012-04-12 18:31:37,73312.0,73335.0,66697.0,3.0
70.0,1.0,2011-06-07 15:34:53,0.0,0.0,56093.0,1.0
70.0,8.0,2011-06-07 15:35:14,21.0,21.0,56114.0,1.0
70.0,9.0,2011-07-08 16:44:58,2682584.0,2682605.0,60298.0,4.0
70.0,6.0,2011-07-12 15:00:36,339338.0,3021943.0,54036.0,1.0
71.0,1.0,2011-11-02 17:20:14,0.0,0.0,62414.0,2.0
71.0,8.0,2011-11-02 17:20:41,27.0,27.0,62441.0,2.0
71.0,6.0,2011-11-02 18:49:41,5340.0,5367.0,67781.0,2.0
72.0,1.0,2011-01-25 22:15:31,0.0,0.0,80131.0,1.0
72.0,8.0,2011-01-25 22:15:58,27.0,27.0,80158.0,1.0
72.0,6.0,2011-02-14 20:48:42,1722764.0,1722791.0,74922.0,0.0
73.0,1.0,2012-07-31 19:01:15,0.0,0.0,68475.0,1.0
73.0,6.0,2012-07-31 19:02:02,47.0,47.0,68522.0,1.0
74.0,6.0,2012-02-10 20:42:26,0.0,0.0,74546.0,4.0
75.0,1.0,2010-03-12 00:15:54,0.0,0.0,954.0,4.0
75.0,1.0,2010-04-23 15:44:51,3684537.0,3684537.0,56691.0,4.0
75.0,8.0,2010-04-23 15:44:59,8.0,3684545.0,56699.0,4.0
75.0,6.0,2010-04-23 15:45:04,5.0,3684550.0,56704.0,4.0
76.0,1.0,2012-01-11 00:01:36,0.0,0.0,96.0,2.0
76.0,6.0,2012-01-11 00:58:08,3392.0,3392.0,3488.0,2.0
78.0,1.0,2011-11-08 18:18:10,0.0,0.0,65890.0,1.0
78.0,8.0,2011-11-08 18:22:35,265.0,265.0,66155.0,1.0
78.0,6.0,2011-12-06 01:33:12,2358637.0,2358902.0,5592.0,1.0
80.0,1.0,2012-08-02 17:22:58,0.0,0.0,62578.0,3.0
80.0,8.0,2012-08-03 20:12:15,96557.0,96557.0,72735.0,4.0
80.0,6.0,2012-08-10 18:13:48,597693.0,694250.0,65628.0,4.0
81.0,1.0,2010-02-09 17:31:47,0.0,0.0,63107.0,1.0
81.0,8.0,2010-02-09 17:35:12,205.0,205.0,63312.0,1.0
81.0,9.0,2010-02-09 17:35:26,14.0,219.0,63326.0,1.0
81.0,9.0,2010-02-09 17:36:27,61.0,280.0,63387.0,1.0
81.0,8.0,2010-02-19 17:31:40,863713.0,863993.0,63100.0,4.0
81.0,6.0,2010-02-19 17:32:00,20.0,864013.0,63120.0,4.0
84.0,1.0,2010-12-10 18:15:54,0.0,0.0,65754.0,4.0
84.0,8.0,2010-12-10 18:16:17,23.0,23.0,65777.0,4.0
84.0,6.0,2010-12-10 18:16:34,17.0,40.0,65794.0,4.0
85.0,1.0,2011-02-25 02:01:50,0.0,0.0,7310.0,4.0
85.0,8.0,2011-02-25 02:03:45,115.0,115.0,7425.0,4.0
85.0,6.0,2011-03-04 19:02:13,665908.0,666023.0,68533.0,4.0
86.0,1.0,2012-06-13 00:12:48,0.0,0.0,768.0,2.0
86.0,8.0,2012-06-15 15:27:33,227685.0,227685.0,55653.0,4.0
86.0,9.0,2012-06-15 18:00:52,9199.0,236884.0,64852.0,4.0
86.0,6.0,2012-06-18 17:42:02,258070.0,494954.0,63722.0,0.0
87.0,1.0,2011-11-14 23:35:55,0.0,0.0,84955.0,0.0
87.0,8.0,2011-11-18 01:58:30,267755.0,267755.0,7110.0,4.0
87.0,9.0,2011-11-18 01:59:03,33.0,267788.0,7143.0,4.0
87.0,6.0,2011-11-25 18:30:07,664264.0,932052.0,66607.0,4.0
87.0,8.0,2011-11-28 22:50:35,274828.0,1206880.0,82235.0,0.0
87.0,9.0,2011-11-28 22:59:00,505.0,1207385.0,82740.0,0.0
87.0,6.0,2011-12-07 22:41:18,776538.0,1983923.0,81678.0,2.0
88.0,1.0,2010-09-24 15:57:49,0.0,0.0,57469.0,4.0
88.0,1.0,2010-09-24 21:43:51,20762.0,20762.0,78231.0,4.0
88.0,9.0,2010-09-24 21:44:52,61.0,20823.0,78292.0,4.0
88.0,8.0,2010-10-04 18:48:54,853442.0,874265.0,67734.0,0.0
88.0,6.0,2010-10-04 18:49:08,14.0,874279.0,67748.0,0.0
90.0,1.0,2010-03-16 16:59:03,0.0,0.0,61143.0,1.0
90.0,8.0,2010-03-17 18:02:03,90180.0,90180.0,64923.0,2.0
90.0,6.0,2010-03-17 18:49:51,2868.0,93048.0,67791.0,2.0
91.0,1.0,2011-05-24 20:51:35,0.0,0.0,75095.0,1.0
91.0,8.0,2011-05-24 20:52:07,32.0,32.0,75127.0,1.0
91.0,6.0,2011-05-24 21:36:11,2644.0,2676.0,77771.0,1.0
92.0,1.0,2010-03-09 19:09:33,0.0,0.0,68973.0,1.0
92.0,8.0,2010-03-09 19:09:44,11.0,11.0,68984.0,1.0
92.0,6.0,2010-03-18 18:27:56,775092.0,775103.0,66476.0,3.0
93.0,1.0,2012-07-25 15:02:54,0.0,0.0,54174.0,2.0
93.0,8.0,2012-07-30 17:39:04,441370.0,441370.0,63544.0,0.0
93.0,6.0,2012-08-02 23:14:07,279303.0,720673.0,83647.0,3.0
94.0,1.0,2012-02-08 17:33:56,0.0,0.0,63236.0,2.0
94.0,8.0,2012-02-08 17:34:08,12.0,12.0,63248.0,2.0
94.0,6.0,2012-02-08 17:34:34,26.0,38.0,63274.0,2.0
95.0,1.0,2011-09-26 18:27:14,0.0,0.0,66434.0,0.0
95.0,8.0,2011-09-29 21:54:32,271638.0,271638.0,78872.0,3.0
95.0,6.0,2011-09-30 17:09:23,69291.0,340929.0,61763.0,4.0
96.0,1.0,2012-02-28 01:31:32,0.0,0.0,5492.0,1.0
96.0,8.0,2012-02-28 17:52:59,58887.0,58887.0,64379.0,1.0
96.0,6.0,2012-02-29 17:25:13,84734.0,143621.0,62713.0,2.0
96.0,6.0,2012-02-29 17:25:14,1.0,143622.0,62714.0,2.0
98.0,1.0,2012-07-05 20:16:51,0.0,0.0,73011.0,3.0
98.0,8.0,2012-07-05 20:20:39,228.0,228.0,73239.0,3.0
98.0,6.0,2012-07-09 21:21:24,349245.0,349473.0,76884.0,0.0
99.0,1.0,2011-05-11 18:16:32,0.0,0.0,65792.0,2.0
99.0,8.0,2011-05-11 18:17:55,83.0,83.0,65875.0,2.0
99.0,6.0,2011-05-16 16:33:29,425734.0,425817.0,59609.0,0.0
101.0,3.0,2010-06-18 21:47:15,0.0,0.0,78435.0,4.0
101.0,1.0,2010-06-18 22:18:15,1860.0,1860.0,80295.0,4.0
101.0,8.0,2010-06-29 15:35:47,926252.0,928112.0,56147.0,1.0
101.0,6.0,2010-06-29 16:33:07,3440.0,931552.0,59587.0,1.0
102.0,1.0,2012-01-30 18:09:29,0.0,0.0,65369.0,0.0
102.0,8.0,2012-01-30 18:09:57,28.0,28.0,65397.0,0.0
102.0,6.0,2012-01-31 17:12:06,82929.0,82957.0,61926.0,1.0
103.0,1.0,2010-06-07 15:30:54,0.0,0.0,55854.0,0.0
103.0,1.0,2010-06-07 15:49:10,1096.0,1096.0,56950.0,0.0
103.0,8.0,2010-06-07 23:16:44,26854.0,27950.0,83804.0,0.0
103.0,9.0,2010-06-08 18:37:29,69645.0,97595.0,67049.0,1.0
103.0,8.0,2010-06-09 15:18:05,74436.0,172031.0,55085.0,2.0
103.0,2.0,2010-06-09 15:18:28,23.0,172054.0,55108.0,2.0
103.0,6.0,2010-06-16 17:23:07,612279.0,784333.0,62587.0,2.0
104.0,1.0,2011-01-27 17:34:59,0.0,0.0,63299.0,3.0
104.0,8.0,2011-01-27 18:32:40,3461.0,3461.0,66760.0,3.0
104.0,6.0,2011-01-27 18:34:24,104.0,3565.0,66864.0,3.0
108.0,1.0,2011-01-12 20:28:16,0.0,0.0,73696.0,2.0
108.0,8.0,2011-01-24 18:21:26,1029190.0,1029190.0,66086.0,0.0
108.0,6.0,2011-01-26 17:12:39,168673.0,1197863.0,61959.0,2.0
109.0,1.0,2010-09-24 23:35:31,0.0,0.0,84931.0,4.0
109.0,8.0,2010-09-27 17:11:48,236177.0,236177.0,61908.0,0.0
109.0,9.0,2010-09-28 16:31:41,83993.0,320170.0,59501.0,1.0
109.0,8.0,2010-11-08 18:33:36,3549715.0,3869885.0,66816.0,0.0
109.0,6.0,2010-11-08 18:33:57,21.0,3869906.0,66837.0,0.0
110.0,1.0,2010-12-16 18:33:24,0.0,0.0,66804.0,3.0
110.0,8.0,2010-12-16 18:40:25,421.0,421.0,67225.0,3.0
110.0,6.0,2010-12-17 00:52:50,22345.0,22766.0,3170.0,4.0
111.0,1.0,2010-06-29 22:00:48,0.0,0.0,79248.0,1.0
111.0,8.0,2010-06-29 23:16:26,4538.0,4538.0,83786.0,1.0
111.0,6.0,2010-06-30 16:05:04,60518.0,65056.0,57904.0,2.0
111.0,8.0,2010-06-30 22:19:00,22436.0,87492.0,80340.0,2.0
111.0,9.0,2010-07-01 17:00:03,67263.0,154755.0,61203.0,3.0
111.0,8.0,2010-07-02 22:07:18,104835.0,259590.0,79638.0,4.0
111.0,6.0,2010-07-02 22:08:52,94.0,259684.0,79732.0,4.0
112.0,1.0,2011-10-06 15:50:55,0.0,0.0,57055.0,3.0
112.0,8.0,2011-10-07 22:03:47,108772.0,108772.0,79427.0,4.0
112.0,6.0,2011-10-14 22:44:32,607245.0,716017.0,81872.0,4.0
113.0,3.0,2010-05-06 23:51:48,0.0,0.0,85908.0,3.0
113.0,1.0,2010-05-24 18:23:15,1535487.0,1535487.0,66195.0,0.0
113.0,8.0,2010-05-25 21:48:24,98709.0,1634196.0,78504.0,1.0
113.0,6.0,2010-05-25 22:11:28,1384.0,1635580.0,79888.0,1.0
116.0,1.0,2011-04-08 21:02:03,0.0,0.0,75723.0,4.0
116.0,8.0,2011-04-08 21:02:38,35.0,35.0,75758.0,4.0
116.0,6.0,2011-04-08 21:07:10,272.0,307.0,76030.0,4.0
117.0,1.0,2012-07-19 18:59:25,0.0,0.0,68365.0,3.0
117.0,8.0,2012-07-20 16:49:34,78609.0,78609.0,60574.0,4.0
117.0,6.0,2012-07-20 22:44:15,21281.0,99890.0,81855.0,4.0
118.0,1.0,2011-03-07 20:02:24,0.0,0.0,72144.0,0.0
118.0,8.0,2011-03-07 20:02:41,17.0,17.0,72161.0,0.0
118.0,6.0,2011-03-07 22:14:21,7900.0,7917.0,80061.0,0.0
119.0,1.0,2011-12-05 23:22:17,0.0,0.0,84137.0,0.0
119.0,8.0,2011-12-05 23:58:56,2199.0,2199.0,86336.0,0.0
119.0,6.0,2011-12-13 18:22:04,670988.0,673187.0,66124.0,1.0
120.0,1.0,2012-04-24 22:07:03,0.0,0.0,79623.0,1.0
120.0,8.0,2012-05-08 18:53:06,1197963.0,1197963.0,67986.0,1.0
120.0,9.0,2012-05-08 20:31:30,5904.0,1203867.0,73890.0,1.0
120.0,6.0,2012-05-08 22:04:27,5577.0,1209444.0,79467.0,1.0
121.0,1.0,2011-02-09 22:28:58,0.0,0.0,80938.0,2.0
121.0,8.0,2011-02-09 23:21:02,3124.0,3124.0,84062.0,2.0
121.0,6.0,2011-02-09 23:21:46,44.0,3168.0,84106.0,2.0
122.0,1.0,2011-02-15 00:23:08,0.0,0.0,1388.0,1.0
122.0,8.0,2011-02-15 20:17:46,71678.0,71678.0,73066.0,1.0
122.0,6.0,2011-02-15 20:52:47,2101.0,73779.0,75167.0,1.0
123.0,1.0,2011-05-06 15:33:07,0.0,0.0,55987.0,4.0
123.0,8.0,2011-05-06 15:33:39,32.0,32.0,56019.0,4.0
123.0,9.0,2011-05-06 20:55:50,19331.0,19363.0,75350.0,4.0
123.0,8.0,2011-05-12 21:45:43,521393.0,540756.0,78343.0,3.0
123.0,6.0,2011-05-12 21:45:54,11.0,540767.0,78354.0,3.0
124.0,1.0,2012-06-07 23:31:32,0.0,0.0,84692.0,3.0
124.0,8.0,2012-06-08 14:47:21,54949.0,54949.0,53241.0,4.0
124.0,6.0,2012-06-08 14:47:30,9.0,54958.0,53250.0,4.0
125.0,1.0,2010-08-19 17:48:49,0.0,0.0,64129.0,3.0
125.0,8.0,2010-08-19 17:49:49,60.0,60.0,64189.0,3.0
125.0,9.0,2010-08-19 18:07:15,1046.0,1106.0,65235.0,3.0
125.0,8.0,2010-09-13 16:15:21,2153286.0,2154392.0,58521.0,0.0
125.0,6.0,2010-09-13 16:49:39,2058.0,2156450.0,60579.0,0.0
126.0,1.0,2012-07-25 23:34:31,0.0,0.0,84871.0,2.0
126.0,1.0,2012-08-27 21:28:50,2843659.0,2843659.0,77330.0,0.0
126.0,6.0,2012-08-27 22:18:05,2955.0,2846614.0,80285.0,0.0
127.0,1.0,2010-03-12 18:28:49,0.0,0.0,66529.0,4.0
127.0,8.0,2010-03-12 18:29:00,11.0,11.0,66540.0,4.0
127.0,6.0,2010-03-12 18:37:27,507.0,518.0,67047.0,4.0
128.0,1.0,2011-11-28 17:10:27,0.0,0.0,61827.0,0.0
128.0,6.0,2011-11-28 18:46:59,5792.0,5792.0,67619.0,0.0
128.0,6.0,2011-11-28 18:46:59,0.0,5792.0,67619.0,0.0
130.0,3.0,2010-04-08 16:58:03,0.0,0.0,61083.0,3.0
130.0,1.0,2010-04-08 17:01:05,182.0,182.0,61265.0,3.0
130.0,8.0,2010-04-08 17:01:11,6.0,188.0,61271.0,3.0
130.0,6.0,2010-04-08 17:01:19,8.0,196.0,61279.0,3.0
132.0,1.0,2012-06-21 20:50:46,0.0,0.0,75046.0,3.0
132.0,8.0,2012-06-21 21:30:02,2356.0,2356.0,77402.0,3.0
132.0,9.0,2012-06-21 22:32:08,3726.0,6082.0,81128.0,3.0
132.0,6.0,2012-06-25 20:03:33,336685.0,342767.0,72213.0,0.0
133.0,1.0,2011-01-26 20:24:58,0.0,0.0,73498.0,2.0
133.0,1.0,2011-01-26 20:59:56,2098.0,2098.0,75596.0,2.0
133.0,8.0,2011-01-26 21:00:03,7.0,2105.0,75603.0,2.0
133.0,6.0,2011-01-28 23:29:17,181754.0,183859.0,84557.0,4.0
134.0,1.0,2011-04-19 22:42:45,0.0,0.0,81765.0,1.0
