CaseID,ActivityID,CompleteTimestamp,Duration,CumDuration,TimeSinceMidnight,WeekDay
19,8,2010-07-09 18:10:52,181008,181008,65452,4
19,6,2010-07-09 18:11:18,26,181034,65478,4
21,1,2011-01-15 00:15:21,0,0,921,5
21,8,2011-01-27 17:06:37,1097476,1097476,61597,3
21,6,2011-01-27 19:19:15,7958,1105434,69555,3
22,1,2012-07-23 15:49:04,0,0,56944,0
22,8,2012-07-23 15:49:14,10,10,56954,0
22,9,2012-07-23 16:51:59,3765,3775,60719,0
22,6,2012-08-27 18:05:23,3028404,3032179,65123,0
24,1,2010-04-27 17:49:56,0,0,64196,1
24,8,2010-06-08 19:06:56,3633420,3633420,68816,1
24,6,2010-06-08 22:46:16,13160,3646580,81976,1
25,1,2010-12-30 18:27:17,0,0,66437,3
25,8,2010-12-30 22:14:04,13607,13607,80044,3
25,6,2010-12-31 00:16:35,7351,20958,995,4
26,1,2011-03-31 15:28:47,0,0,55727,3
26,8,2011-03-31 15:31:59,192,192,55919,3
26,9,2011-03-31 16:39:41,4062,4254,59981,3
26,8,2011-03-31 19:00:28,8447,12701,68428,3
26,6,2011-03-31 19:00:41,13,12714,68441,3
27,1,2011-11-24 23:02:16,0,0,82936,3
27,8,2011-11-24 23:02:35,19,19,82955,3
27,6,2011-12-12 18:04:47,1537332,1537351,65087,0
29,1,2012-07-30 18:07:32,0,0,65252,0
29,8,2012-07-30 18:07:40,8,8,65260,0
29,6,2012-07-30 20:29:40,8520,8528,73780,0
30,1,2011-01-21 18:47:20,0,0,67640,4
30,8,2011-02-07 18:19:45,1467145,1467145,65985,0
30,6,2011-02-10 18:01:20,258095,1725240,64880,3
32,1,2011-04-27 15:38:44,0,0,56324,2
32,8,2011-04-27 20:46:13,18449,18449,74773,2
32,6,2011-04-28 16:18:08,70315,88764,58688,3
35,1,2012-01-18 17:15:30,0,0,62130,2
35,6,2012-01-18 18:46:37,5467,5467,67597,2
36,1,2011-06-29 18:06:48,0,0,65208,2
36,8,2011-06-30 20:58:23,96695,96695,75503,3
36,6,2011-07-05 15:32:43,412460,509155,55963,1
37,1,2011-02-10 20:13:07,0,0,72787,3
37,8,2011-02-10 20:13:33,26,26,72813,3
37,6,2011-02-11 00:20:02,14789,14815,1202,4
37,6,2011-03-02 22:23:58,1721036,1735851,80638,2
37,8,2011-03-02 22:24:07,9,1735860,80647,2
37,9,2011-03-03 00:27:52,7425,1743285,1672,3
37,8,2011-03-04 18:37:50,151798,1895083,67070,4
37,6,2011-03-04 18:37:55,5,1895088,67075,4
38,1,2012-03-20 16:57:45,0,0,61065,1
38,8,2012-03-20 16:58:15,30,30,61095,1
38,6,2012-03-20 17:18:56,1241,1271,62336,1
40,1,2012-08-09 20:13:03,0,0,72783,3
40,8,2012-08-09 20:13:29,26,26,72809,3
40,6,2012-08-09 20:46:00,1951,1977,74760,3
41,1,2010-12-14 19:44:26,0,0,71066,1
41,8,2010-12-14 19:44:57,31,31,71097,1
41,6,2010-12-14 19:45:12,15,46,71112,1
42,1,2011-06-16 20:23:39,0,0,73419,3
42,8,2011-06-16 20:51:05,1646,1646,75065,3
42,6,2011-06-16 21:39:51,2926,4572,77991,3
43,1,2012-04-10 16:56:32,0,0,60992,1
43,8,2012-04-10 17:27:27,1855,1855,62847,1
43,6,2012-04-10 18:53:28,5161,7016,68008,1
44,1,2010-11-30 01:09:19,0,0,4159,1
44,8,2010-11-30 01:19:59,640,640,4799,1
44,6,2010-11-30 01:20:51,52,692,4851,1
45,1,2012-01-20 23:08:14,0,0,83294,4
45,8,2012-01-25 20:46:19,423485,423485,74779,2
45,6,2012-03-02 19:40:59,3192880,3616365,70859,4
47,1,2011-05-25 17:48:18,0,0,64098,2
47,8,2011-05-25 17:48:43,25,25,64123,2
47,6,2011-05-30 23:04:34,450951,450976,83074,0
48,3,2010-12-01 22:42:59,0,0,81779,2
48,1,2010-12-02 23:07:33,87874,87874,83253,3
48,8,2010-12-02 23:07:41,8,87882,83261,3
48,6,2010-12-02 23:08:33,52,87934,83313,3
49,1,2011-11-25 23:33:54,0,0,84834,4
49,8,2011-11-25 23:47:48,834,834,85668,4
49,9,2011-11-29 23:47:35,345587,346421,85655,1
49,6,2011-12-03 01:25:57,265102,611523,5157,5
50,1,2012-01-16 19:53:01,0,0,71581,0
50,8,2012-01-16 19:59:51,410,410,71991,0
50,6,2012-01-17 01:37:54,20283,20693,5874,1
50,6,2012-01-17 01:37:55,1,20694,5875,1
51,1,2012-06-13 21:55:36,0,0,78936,2
51,8,2012-06-14 15:07:06,61890,61890,54426,3
51,9,2012-06-15 15:16:27,86961,148851,54987,4
51,6,2012-07-02 17:41:04,1477477,1626328,63664,0
52,1,2012-07-26 23:18:26,0,0,83906,3
52,8,2012-07-26 23:18:35,9,9,83915,3
52,6,2012-07-27 18:46:28,70073,70082,67588,4
53,1,2010-10-14 21:53:13,0,0,78793,3
53,8,2010-10-15 21:02:36,83363,83363,75756,4
53,9,2010-10-28 23:12:55,1131019,1214382,83575,3
53,9,2010-10-28 23:12:55,0,1214382,83575,3
53,8,2010-10-29 21:42:01,80946,1295328,78121,4
53,6,2010-11-04 17:48:12,504371,1799699,64092,3
55,1,2011-10-26 23:51:42,0,0,85902,2
55,8,2011-11-01 00:19:03,433641,433641,1143,1
55,9,2011-11-07 17:44:52,581149,1014790,63892,0
55,6,2011-11-21 17:21:23,1208191,2222981,62483,0
56,1,2012-01-30 20:32:58,0,0,73978,0
56,6,2012-01-30 20:33:23,25,25,74003,0
57,1,2010-10-29 17:39:23,0,0,63563,4
57,8,2010-11-02 23:56:13,368210,368210,86173,1
57,6,2010-11-03 00:39:05,2572,370782,2345,2
59,1,2012-03-28 20:28:37,0,0,73717,2
59,8,2012-03-28 20:28:47,10,10,73727,2
59,6,2012-03-28 23:32:57,11050,11060,84777,2
59,6,2012-03-28 23:32:57,0,11060,84777,2
60,1,2011-04-06 23:35:49,0,0,84949,2
60,8,2011-04-06 23:36:04,15,15,84964,2
60,9,2011-04-07 23:41:23,86719,86734,85283,3
60,8,2011-04-13 16:49:14,493671,580405,60554,2
60,6,2011-04-13 16:49:22,8,580413,60562,2
61,1,2011-09-16 15:04:39,0,0,54279,4
61,8,2011-09-16 15:18:12,813,813,55092,4
61,6,2011-09-16 23:04:46,27994,28807,83086,4
62,1,2012-05-28 23:16:47,0,0,83807,0
62,6,2012-05-28 23:18:27,100,100,83907,0
64,1,2011-04-14 23:54:28,0,0,86068,3
64,1,2011-04-14 23:54:46,18,18,86086,3
64,9,2011-04-15 18:41:19,67593,67611,67279,4
64,8,2011-04-27 18:30:04,1036125,1103736,66604,2
64,9,2011-04-27 18:30:13,9,1103745,66613,2
64,8,2011-05-06 17:42:13,774720,1878465,63733,4
64,6,2011-05-06 17:42:28,15,1878480,63748,4
66,1,2012-06-26 16:46:53,0,0,60413,1
66,8,2012-06-26 16:47:39,46,46,60459,1
66,6,2012-06-26 21:05:58,15499,15545,75958,1
67,1,2010-12-31 00:03:15,0,0,195,4
67,8,2011-01-11 17:40:08,1013813,1013813,63608,1
67,6,2011-01-13 20:45:18,183910,1197723,74718,3
68,1,2012-04-11 22:09:22,0,0,79762,2
68,8,2012-04-11 22:09:45,23,23,79785,2
68,6,2012-04-12 18:31:37,73312,73335,66697,3
70,1,2011-06-07 15:34:53,0,0,56093,1
70,8,2011-06-07 15:35:14,21,21,56114,1
70,9,2011-07-08 16:44:58,2682584,2682605,60298,4
70,6,2011-07-12 15:00:36,339338,3021943,54036,1
71,1,2011-11-02 17:20:14,0,0,62414,2
71,8,2011-11-02 17:20:41,27,27,62441,2
71,6,2011-11-02 18:49:41,5340,5367,67781,2
72,1,2011-01-25 22:15:31,0,0,80131,1
72,8,2011-01-25 22:15:58,27,27,80158,1
72,6,2011-02-14 20:48:42,1722764,1722791,74922,0
73,1,2012-07-31 19:01:15,0,0,68475,1
73,6,2012-07-31 19:02:02,47,47,68522,1
74,6,2012-02-10 20:42:26,0,0,74546,4
75,1,2010-03-12 00:15:54,0,0,954,4
75,1,2010-04-23 15:44:51,3684537,3684537,56691,4
75,8,2010-04-23 15:44:59,8,3684545,56699,4
75,6,2010-04-23 15:45:04,5,3684550,56704,4
76,1,2012-01-11 00:01:36,0,0,96,2
76,6,2012-01-11 00:58:08,3392,3392,3488,2
78,1,2011-11-08 18:18:10,0,0,65890,1
78,8,2011-11-08 18:22:35,265,265,66155,1
78,6,2011-12-06 01:33:12,2358637,2358902,5592,1
80,1,2012-08-02 17:22:58,0,0,62578,3
80,8,2012-08-03 20:12:15,96557,96557,72735,4
80,6,2012-08-10 18:13:48,597693,694250,65628,4
81,1,2010-02-09 17:31:47,0,0,63107,1
81,8,2010-02-09 17:35:12,205,205,63312,1
81,9,2010-02-09 17:35:26,14,219,63326,1
81,9,2010-02-09 17:36:27,61,280,63387,1
81,8,2010-02-19 17:31:40,863713,863993,63100,4
81,6,2010-02-19 17:32:00,20,864013,63120,4
84,1,2010-12-10 18:15:54,0,0,65754,4
84,8,2010-12-10 18:16:17,23,23,65777,4
84,6,2010-12-10 18:16:34,17,40,65794,4
85,1,2011-02-25 02:01:50,0,0,7310,4
85,8,2011-02-25 02:03:45,115,115,7425,4
85,6,2011-03-04 19:02:13,665908,666023,68533,4
86,1,2012-06-13 00:12:48,0,0,768,2
86,8,2012-06-15 15:27:33,227685,227685,55653,4
86,9,2012-06-15 18:00:52,9199,236884,64852,4
86,6,2012-06-18 17:42:02,258070,494954,63722,0
87,1,2011-11-14 23:35:55,0,0,84955,0
87,8,2011-11-18 01:58:30,267755,267755,7110,4
87,9,2011-11-18 01:59:03,33,267788,7143,4
87,6,2011-11-25 18:30:07,664264,932052,66607,4
87,8,2011-11-28 22:50:35,274828,1206880,82235,0
87,9,2011-11-28 22:59:00,505,1207385,82740,0
87,6,2011-12-07 22:41:18,776538,1983923,81678,2
88,1,2010-09-24 15:57:49,0,0,57469,4
88,1,2010-09-24 21:43:51,20762,20762,78231,4
88,9,2010-09-24 21:44:52,61,20823,78292,4
88,8,2010-10-04 18:48:54,853442,874265,67734,0
88,6,2010-10-04 18:49:08,14,874279,67748,0
90,1,2010-03-16 16:59:03,0,0,61143,1
90,8,2010-03-17 18:02:03,90180,90180,64923,2
90,6,2010-03-17 18:49:51,2868,93048,67791,2
91,1,2011-05-24 20:51:35,0,0,75095,1
91,8,2011-05-24 20:52:07,32,32,75127,1
91,6,2011-05-24 21:36:11,2644,2676,77771,1
92,1,2010-03-09 19:09:33,0,0,68973,1
92,8,2010-03-09 19:09:44,11,11,68984,1
92,6,2010-03-18 18:27:56,775092,775103,66476,3
93,1,2012-07-25 15:02:54,0,0,54174,2
93,8,2012-07-30 17:39:04,441370,441370,63544,0
93,6,2012-08-02 23:14:07,279303,720673,83647,3
94,1,2012-02-08 17:33:56,0,0,63236,2
94,8,2012-02-08 17:34:08,12,12,63248,2
94,6,2012-02-08 17:34:34,26,38,63274,2
95,1,2011-09-26 18:27:14,0,0,66434,0
95,8,2011-09-29 21:54:32,271638,271638,78872,3
95,6,2011-09-30 17:09:23,69291,340929,61763,4
96,1,2012-02-28 01:31:32,0,0,5492,1
96,8,2012-02-28 17:52:59,58887,58887,64379,1
96,6,2012-02-29 17:25:13,84734,143621,62713,2
96,6,2012-02-29 17:25:14,1,143622,62714,2
98,1,2012-07-05 20:16:51,0,0,73011,3
98,8,2012-07-05 20:20:39,228,228,73239,3
98,6,2012-07-09 21:21:24,349245,349473,76884,0
99,1,2011-05-11 18:16:32,0,0,65792,2
99,8,2011-05-11 18:17:55,83,83,65875,2
99,6,2011-05-16 16:33:29,425734,425817,59609,0
101,3,2010-06-18 21:47:15,0,0,78435,4
101,1,2010-06-18 22:18:15,1860,1860,80295,4
101,8,2010-06-29 15:35:47,926252,928112,56147,1
101,6,2010-06-29 16:33:07,3440,931552,59587,1
102,1,2012-01-30 18:09:29,0,0,65369,0
102,8,2012-01-30 18:09:57,28,28,65397,0
102,6,2012-01-31 17:12:06,82929,82957,61926,1
103,1,2010-06-07 15:30:54,0,0,55854,0
103,1,2010-06-07 15:49:10,1096,1096,56950,0
103,8,2010-06-07 23:16:44,26854,27950,83804,0
103,9,2010-06-08 18:37:29,69645,97595,67049,1
103,8,2010-06-09 15:18:05,74436,172031,55085,2
103,2,2010-06-09 15:18:28,23,172054,55108,2
103,6,2010-06-16 17:23:07,612279,784333,62587,2
104,1,2011-01-27 17:34:59,0,0,63299,3
104,8,2011-01-27 18:32:40,3461,3461,66760,3
104,6,2011-01-27 18:34:24,104,3565,66864,3
108,1,2011-01-12 20:28:16,0,0,73696,2
108,8,2011-01-24 18:21:26,1029190,1029190,66086,0
108,6,2011-01-26 17:12:39,168673,1197863,61959,2
109,1,2010-09-24 23:35:31,0,0,84931,4
109,8,2010-09-27 17:11:48,236177,236177,61908,0
109,9,2010-09-28 16:31:41,83993,320170,59501,1
109,8,2010-11-08 18:33:36,3549715,3869885,66816,0
109,6,2010-11-08 18:33:57,21,3869906,66837,0
110,1,2010-12-16 18:33:24,0,0,66804,3
110,8,2010-12-16 18:40:25,421,421,67225,3
110,6,2010-12-17 00:52:50,22345,22766,3170,4
111,1,2010-06-29 22:00:48,0,0,79248,1
111,8,2010-06-29 23:16:26,4538,4538,83786,1
111,6,2010-06-30 16:05:04,60518,65056,57904,2
111,8,2010-06-30 22:19:00,22436,87492,80340,2
111,9,2010-07-01 17:00:03,67263,154755,61203,3
111,8,2010-07-02 22:07:18,104835,259590,79638,4
111,6,2010-07-02 22:08:52,94,259684,79732,4
112,1,2011-10-06 15:50:55,0,0,57055,3
112,8,2011-10-07 22:03:47,108772,108772,79427,4
112,6,2011-10-14 22:44:32,607245,716017,81872,4
113,3,2010-05-06 23:51:48,0,0,85908,3
113,1,2010-05-24 18:23:15,1535487,1535487,66195,0
113,8,2010-05-25 21:48:24,98709,1634196,78504,1
113,6,2010-05-25 22:11:28,1384,1635580,79888,1
116,1,2011-04-08 21:02:03,0,0,75723,4
116,8,2011-04-08 21:02:38,35,35,75758,4
116,6,2011-04-08 21:07:10,272,307,76030,4
117,1,2012-07-19 18:59:25,0,0,68365,3
117,8,2012-07-20 16:49:34,78609,78609,60574,4
117,6,2012-07-20 22:44:15,21281,99890,81855,4
118,1,2011-03-07 20:02:24,0,0,72144,0
118,8,2011-03-07 20:02:41,17,17,72161,0
118,6,2011-03-07 22:14:21,7900,7917,80061,0
119,1,2011-12-05 23:22:17,0,0,84137,0
119,8,2011-12-05 23:58:56,2199,2199,86336,0
119,6,2011-12-13 18:22:04,670988,673187,66124,1
120,1,2012-04-24 22:07:03,0,0,79623,1
120,8,2012-05-08 18:53:06,1197963,1197963,67986,1
120,9,2012-05-08 20:31:30,5904,1203867,73890,1
120,6,2012-05-08 22:04:27,5577,1209444,79467,1
121,1,2011-02-09 22:28:58,0,0,80938,2
121,8,2011-02-09 23:21:02,3124,3124,84062,2
121,6,2011-02-09 23:21:46,44,3168,84106,2
122,1,2011-02-15 00:23:08,0,0,1388,1
122,8,2011-02-15 20:17:46,71678,71678,73066,1
122,6,2011-02-15 20:52:47,2101,73779,75167,1
123,1,2011-05-06 15:33:07,0,0,55987,4
123,8,2011-05-06 15:33:39,32,32,56019,4
123,9,2011-05-06 20:55:50,19331,19363,75350,4
123,8,2011-05-12 21:45:43,521393,540756,78343,3
123,6,2011-05-12 21:45:54,11,540767,78354,3
124,1,2012-06-07 23:31:32,0,0,84692,3
124,8,2012-06-08 14:47:21,54949,54949,53241,4
124,6,2012-06-08 14:47:30,9,54958,53250,4
125,1,2010-08-19 17:48:49,0,0,64129,3
125,8,2010-08-19 17:49:49,60,60,64189,3
125,9,2010-08-19 18:07:15,1046,1106,65235,3
125,8,2010-09-13 16:15:21,2153286,2154392,58521,0
125,6,2010-09-13 16:49:39,2058,2156450,60579,0
126,1,2012-07-25 23:34:31,0,0,84871,2
126,1,2012-08-27 21:28:50,2843659,2843659,77330,0
126,6,2012-08-27 22:18:05,2955,2846614,80285,0
127,1,2010-03-12 18:28:49,0,0,66529,4
127,8,2010-03-12 18:29:00,11,11,66540,4
127,6,2010-03-12 18:37:27,507,518,67047,4
128,1,2011-11-28 17:10:27,0,0,61827,0
128,6,2011-11-28 18:46:59,5792,5792,67619,0
128,6,2011-11-28 18:46:59,0,5792,67619,0
130,3,2010-04-08 16:58:03,0,0,61083,3
130,1,2010-04-08 17:01:05,182,182,61265,3
130,8,2010-04-08 17:01:11,6,188,61271,3
130,6,2010-04-08 17:01:19,8,196,61279,3
132,1,2012-06-21 20:50:46,0,0,75046,3
132,8,2012-06-21 21:30:02,2356,2356,77402,3
132,9,2012-06-21 22:32:08,3726,6082,81128,3
132,6,2012-06-25 20:03:33,336685,342767,72213,0
133,1,2011-01-26 20:24:58,0,0,73498,2
133,1,2011-01-26 20:59:56,2098,2098,75596,2
133,8,2011-01-26 21:00:03,7,2105,75603,2
133,6,2011-01-28 23:29:17,181754,183859,84557,4
134,1,2011-04-19 22:42:45,0,0,81765,1
134,8,2011-04-19 22:45:25,160,160,81925,1
134,6,2011-04-19 22:45:42,17,177,81942,1
135,1,2011-02-08 20:57:41,0,0,75461,1
135,8,2011-02-08 20:58:01,20,20,75481,1
135,9,2011-02-10 17:27:30,160169,160189,62850,3
135,8,2011-02-14 21:01:11,358421,518610,75671,0
135,6,2011-02-14 21:02:59,108,518718,75779,0
135,8,2011-03-03 18:46:37,1460618,1979336,67597,3
135,6,2011-03-03 23:05:29,15532,1994868,83129,3
136,1,2012-06-06 22:48:56,0,0,82136,2
136,8,2012-06-07 20:19:44,77448,77448,73184,3
136,6,2012-06-08 15:13:29,68025,145473,54809,4
137,1,2011-08-05 21:00:13,0,0,75613,4
137,8,2011-08-11 18:30:47,509434,509434,66647,3
137,9,2011-08-12 21:42:55,97928,607362,78175,4
137,6,2011-08-19 20:25:37,600162,1207524,73537,4
138,1,2012-03-02 18:13:46,0,0,65626,4
138,8,2012-03-02 18:13:56,10,10,65636,4
138,6,2012-03-02 18:34:03,1207,1217,66843,4
139,1,2010-04-19 15:44:31,0,0,56671,0
139,8,2010-04-19 17:15:20,5449,5449,62120,0
139,6,2010-04-19 17:26:05,645,6094,62765,0
141,1,2011-01-12 19:39:32,0,0,70772,2
141,8,2011-01-12 19:39:56,24,24,70796,2
141,9,2011-01-12 19:50:26,630,654,71426,2
141,8,2011-01-12 20:07:51,1045,1699,72471,2
141,9,2011-01-12 20:34:34,1603,3302,74074,2
141,8,2011-01-26 18:25:14,1201840,1205142,66314,2
141,6,2011-01-26 18:26:04,50,1205192,66364,2
142,1,2012-03-07 20:00:05,0,0,72005,2
142,8,2012-03-08 22:53:36,96811,96811,82416,3
142,6,2012-03-09 23:48:25,89689,186500,85705,4
146,1,2010-10-05 22:55:27,0,0,82527,1
146,8,2010-10-05 23:09:10,823,823,83350,1
146,6,2010-10-05 23:09:39,29,852,83379,1
148,1,2012-01-09 20:19:35,0,0,73175,0
148,8,2012-01-10 01:14:26,17691,17691,4466,1
148,6,2012-01-10 01:14:53,27,17718,4493,1
148,6,2012-01-10 01:14:53,0,17718,4493,1
149,1,2011-02-09 23:35:27,0,0,84927,2
149,8,2011-02-10 00:16:21,2454,2454,981,3
149,6,2011-02-10 00:24:44,503,2957,1484,3
150,3,2011-05-18 16:39:41,0,0,59981,2
150,1,2011-05-18 16:39:49,8,8,59989,2
150,8,2011-05-18 16:41:36,107,115,60096,2
150,9,2011-05-23 23:20:54,455958,456073,84054,0
150,8,2011-05-26 15:55:33,232479,688552,57333,3
150,6,2011-05-26 15:56:00,27,688579,57360,3
151,1,2010-02-10 19:25:33,0,0,69933,2
151,8,2010-02-10 19:33:38,485,485,70418,2
151,6,2010-02-10 19:33:49,11,496,70429,2
152,1,2012-05-18 20:08:58,0,0,72538,4
152,8,2012-05-24 18:00:37,510699,510699,64837,3
152,6,2012-05-25 16:12:16,79899,590598,58336,4
153,1,2012-07-02 15:35:06,0,0,56106,0
153,8,2012-07-02 19:00:33,12327,12327,68433,0
153,6,2012-07-02 19:01:29,56,12383,68489,0
155,1,2010-12-15 01:19:51,0,0,4791,2
155,8,2010-12-17 19:45:21,239130,239130,71121,4
155,9,2010-12-24 00:26:07,535246,774376,1567,4
155,8,2011-01-18 20:15:13,2231346,3005722,72913,1
155,6,2011-01-18 20:15:29,16,3005738,72929,1
157,1,2011-05-24 15:13:23,0,0,54803,1
157,8,2011-05-31 23:42:09,635326,635326,85329,1
157,6,2011-06-06 18:19:01,499012,1134338,65941,0
158,1,2010-09-20 23:57:01,0,0,86221,0
158,8,2010-09-21 15:45:37,56916,56916,56737,1
158,6,2010-09-21 15:53:48,491,57407,57228,1
159,1,2011-09-21 15:12:16,0,0,54736,2
159,8,2011-09-21 15:46:44,2068,2068,56804,2
159,6,2011-09-27 21:20:30,538426,540494,76830,1
160,1,2011-02-25 19:55:02,0,0,71702,4
160,8,2011-02-25 22:26:45,9103,9103,80805,4
160,6,2011-02-25 22:28:30,105,9208,80910,4
161,1,2010-08-10 15:16:09,0,0,54969,1
161,8,2010-08-12 18:33:35,184646,184646,66815,3
161,6,2010-08-13 15:24:41,75066,259712,55481,4
162,1,2011-10-04 23:47:43,0,0,85663,1
162,1,2011-10-07 21:29:10,250887,250887,77350,4
162,6,2011-10-07 21:30:00,50,250937,77400,4
163,1,2010-10-15 16:27:20,0,0,59240,4
163,8,2010-10-27 19:46:30,1048750,1048750,71190,2
163,6,2010-10-27 19:46:36,6,1048756,71196,2
164,1,2010-09-28 20:44:01,0,0,74641,1
164,8,2010-09-28 20:46:50,169,169,74810,1
164,6,2010-09-28 22:03:08,4578,4747,79388,1
165,1,2012-01-14 01:36:23,0,0,5783,5
165,6,2012-01-14 01:36:49,26,26,5809,5
166,1,2010-02-11 17:48:50,0,0,64130,3
166,8,2010-02-24 01:56:28,1066058,1066058,6988,2
166,6,2010-02-24 01:56:36,8,1066066,6996,2
167,1,2011-11-23 23:43:38,0,0,85418,2
167,8,2011-11-25 19:12:19,156521,156521,69139,4
167,9,2011-11-25 23:01:18,13739,170260,82878,4
167,6,2011-11-28 18:25:00,242622,412882,66300,0
167,6,2011-11-28 18:25:02,2,412884,66302,0
168,1,2012-01-09 19:01:47,0,0,68507,0
168,8,2012-01-09 20:20:28,4721,4721,73228,0
168,6,2012-01-09 20:21:29,61,4782,73289,0
170,1,2012-05-02 23:54:51,0,0,86091,2
170,8,2012-05-03 15:51:09,57378,57378,57069,3
170,9,2012-05-03 16:01:21,612,57990,57681,3
170,8,2012-05-17 15:46:38,1208717,1266707,56798,3
170,9,2012-05-17 15:47:13,35,1266742,56833,3
170,6,2012-05-18 15:18:57,84704,1351446,55137,4
171,1,2011-08-29 22:12:48,0,0,79968,0
171,1,2011-08-30 17:49:49,70621,70621,64189,1
171,8,2011-08-30 18:06:35,1006,71627,65195,1
171,6,2011-08-31 15:34:45,77290,148917,56085,2
172,1,2010-09-17 00:02:20,0,0,140,4
172,8,2010-09-21 22:03:12,424852,424852,79392,1
172,6,2010-09-27 18:08:54,504342,929194,65334,0
173,1,2010-11-15 18:15:12,0,0,65712,0
173,1,2010-11-15 18:15:27,15,15,65727,0
173,8,2010-11-16 21:58:01,99754,99769,79081,1
173,6,2010-11-16 22:01:14,193,99962,79274,1
174,1,2011-10-24 18:22:28,0,0,66148,0
174,8,2011-11-04 00:48:18,887150,887150,2898,4
174,9,2011-11-05 01:24:35,88577,975727,5075,5
174,6,2011-11-09 23:20:52,424577,1400304,84052,2
175,1,2010-10-05 15:46:59,0,0,56819,1
175,8,2010-10-05 15:59:41,762,762,57581,1
175,6,2010-10-05 16:00:18,37,799,57618,1
176,1,2012-07-17 18:44:26,0,0,67466,1
176,8,2012-07-17 18:44:48,22,22,67488,1
176,6,2012-07-18 21:11:34,95206,95228,76294,2
177,1,2012-01-18 17:12:04,0,0,61924,2
177,8,2012-01-18 17:21:52,588,588,62512,2
177,6,2012-01-18 18:42:03,4811,5399,67323,2
178,1,2012-02-22 23:49:43,0,0,85783,2
178,8,2012-02-22 23:49:52,9,9,85792,2
178,6,2012-02-29 18:36:49,586017,586026,67009,2
179,1,2012-04-11 21:30:07,0,0,77407,2
179,8,2012-04-12 17:29:39,71972,71972,62979,3
179,6,2012-04-12 20:57:39,12480,84452,75459,3
180,1,2011-10-06 18:23:22,0,0,66202,3
180,8,2011-10-06 22:07:44,13462,13462,79664,3
180,6,2011-10-06 22:31:30,1426,14888,81090,3
181,1,2011-09-29 17:51:55,0,0,64315,3
181,6,2011-09-30 21:14:19,98544,98544,76459,4
182,1,2010-05-20 16:31:32,0,0,59492,3
182,8,2010-05-24 18:55:17,354225,354225,68117,0
182,6,2010-05-24 18:59:57,280,354505,68397,0
183,3,2010-05-19 23:08:49,0,0,83329,2
183,1,2010-05-20 15:53:47,60298,60298,57227,3
183,8,2010-05-24 15:15:57,343330,403628,54957,0
183,6,2010-05-24 15:18:09,132,403760,55089,0
185,1,2010-11-02 22:49:59,0,0,82199,1
185,8,2010-11-03 23:06:18,87379,87379,83178,2
185,9,2010-11-03 23:06:51,33,87412,83211,2
185,8,2010-11-18 18:52:12,1280721,1368133,67932,3
185,6,2010-11-18 18:52:18,6,1368139,67938,3
186,1,2012-07-13 16:20:00,0,0,58800,4
186,8,2012-07-13 21:25:40,18340,18340,77140,4
186,9,2012-07-13 21:48:10,1350,19690,78490,4
186,6,2012-07-18 15:05:36,407846,427536,54336,2
